X [mm], Y [mm], Z [mm], Heading [degrees], Timestamp [ms], Frame
2428.44, 188.508, 84.2889, 88.1679, 60.457728, 775821
2428.41, 188.507, 84.2911, 88.1614, 157.225024, 775831
2428.41, 188.51, 84.2694, 88.1584, 256.065440, 775840
2428.41, 188.503, 84.2863, 88.1568, 358.735808, 775851
2428.39, 188.375, 84.3535, 88.1711, 454.302464, 775860
2428.41, 188.501, 84.2825, 88.1532, 548.898944, 775870
2428.42, 188.518, 84.277, 88.1587, 642.429632, 775879
2428.39, 188.373, 84.373, 88.1832, 735.406304, 775888
2428.39, 188.384, 84.3516, 88.175, 827.808832, 775898
2428.4, 188.376, 84.3752, 88.1718, 920.333312, 775907
2428.42, 188.497, 84.2868, 88.1535, 1012.502208, 775915
2422.47, 188.477, 84.058, 88.0134, 1104.908032, 775925
2408.02, 188.368, 84.5947, 88.1083, 1195.596768, 775934
2389.11, 188.393, 84.9798, 87.8826, 1284.959264, 775943
2364.73, 188.408, 85.4299, 88.0087, 1382.027360, 775953
2338.87, 188.367, 86.0333, 87.9862, 1477.662336, 775963
2312.05, 188.757, 86.2968, 88.0355, 1578.501088, 775973
2285.01, 188.654, 86.4937, 87.9966, 1680.223904, 775983
2258.27, 188.364, 87.2132, 87.935, 1785.461248, 775993
2227.61, 188.502, 87.6174, 88.0371, 1890.236384, 776004
2200.34, 188.181, 88.3368, 88.1591, 1996.920128, 776014
2170.37, 188.249, 88.5971, 88.2539, 2103.289216, 776025
2140.46, 187.741, 88.9307, 88.2314, 2209.562720, 776036
2110.13, 187.68, 89.346, 88.3362, 2317.521856, 776047
2082.69, 187.711, 89.7663, 88.3786, 2424.260800, 776057
2058.15, 186.856, 90.4947, 88.4263, 2513.046976, 776066
2027.55, 186.711, 90.79, 88.7595, 2622.985568, 776077
1998.09, 186.161, 91.2067, 88.714, 2730.469024, 776088
1967.43, 185.612, 91.7433, 89.0315, 2838.981824, 776099
1937.26, 185.127, 92.226, 89.09, 2950.234208, 776110
1910.25, 184.327, 92.442, 88.9768, 3055.708576, 776120
1880.27, 183.844, 92.9596, 88.959, 3163.240288, 776131
1850.06, 181.065, 93.7006, 93.6002, 3268.850016, 776142
1822.03, 177.802, 93.8736, 97.2421, 3376.941856, 776152
1791.32, 172.564, 94.5046, 98.0827, 3482.938880, 776163
1762.01, 166.732, 94.5805, 98.2131, 3591.455392, 776174
1732.31, 161.11, 95.3947, 98.4082, 3698.018720, 776185
1707.69, 156.589, 95.5262, 98.3932, 3789.423200, 776194
1676.17, 151.031, 95.8501, 98.1288, 3911.268000, 776206
1645.92, 145.012, 96.6296, 98.4605, 4026.798368, 776217
1613.53, 139.263, 96.8079, 98.6371, 4138.275616, 776229
1583.78, 133.965, 96.9924, 98.5162, 4247.448032, 776240
1557.54, 128.754, 97.4893, 98.7473, 4356.013664, 776250
1527.6, 123.136, 97.7522, 98.7719, 4463.526848, 776261
1498.32, 117.305, 98.14, 98.7305, 4571.111744, 776272
1471.54, 112.258, 98.5262, 98.8, 4675.686592, 776282
1441.66, 106.372, 99.0299, 98.9971, 4782.768672, 776293
1411.8, 100.54, 99.2885, 99.1755, 4887.904544, 776304
1381.93, 93.698, 99.5998, 99.5609, 4997.416128, 776315
1360.68, 90.0729, 99.7488, 99.2214, 5084.502304, 776323
1331.52, 84.1724, 100.047, 99.3147, 5191.137824, 776334
1302.07, 78.2819, 100.93, 99.4981, 5300.118432, 776345
1274.46, 72.6266, 101.551, 99.6114, 5405.668992, 776355
1245.17, 66.158, 101.565, 99.7249, 5513.381248, 776366
1217.77, 60.4155, 102.237, 99.6913, 5616.993984, 776376
1189.01, 54.5232, 102.722, 99.6968, 5725.711936, 776387
1159.43, 48.4483, 103.101, 99.6366, 5833.231200, 776398
1130.4, 42.2297, 103.906, 99.7582, 5938.093312, 776409
1103.84, 36.7316, 104.254, 99.8753, 6046.449472, 776419
1074.89, 30.3601, 105.002, 100.149, 6151.158656, 776430
1045.4, 23.7899, 105.44, 100.271, 6258.642528, 776441
1024.41, 19.3235, 105.863, 100.335, 6346.078048, 776449
995.421, 12.9462, 106.586, 100.297, 6452.264768, 776460
966.847, 6.56975, 107.098, 100.238, 6565.932992, 776471
937.772, 0.328873, 108.053, 100.126, 6670.459552, 776482
908.321, -6.27092, 108.326, 100.2, 6778.060608, 776493
881.588, -12.1541, 108.78, 100.209, 6883.677120, 776503
852.559, -18.974, 109.239, 100.197, 6991.686976, 776514
823.22, -24.922, 109.701, 100.132, 7099.608832, 776525
797.669, -30.3129, 109.81, 100.059, 7205.298272, 776535
768.176, -37.246, 110.503, 100.234, 7312.735840, 776546
738.645, -43.5994, 111.138, 100.372, 7418.033504, 776557
709.597, -49.902, 111.505, 100.37, 7527.678304, 776568
687.921, -54.7415, 111.884, 100.447, 7615.388448, 776576
659.773, -61.5548, 111.965, 100.569, 7722.128512, 776587
630.959, -68.011, 112.407, 100.575, 7830.126528, 776598
605.058, -73.7978, 112.844, 100.59, 7935.234304, 776608
575.714, -80.4341, 114.091, 100.428, 8043.623584, 776619
549.678, -86.1983, 113.942, 100.518, 8147.450880, 776629
519.351, -93.6449, 115.257, 100.55, 8256.647680, 776640
489.844, -100.331, 115.735, 100.718, 8364.742400, 776651
460.884, -107.113, 116.459, 100.72, 8472.107488, 776662
432.401, -113.81, 117.01, 100.862, 8581.668832, 776673
405.785, -120.2, 117.552, 100.931, 8686.103200, 776683
376.807, -126.986, 118.102, 101.165, 8795.913504, 776694
352.979, -132.641, 118.571, 101.14, 8884.387968, 776703
324.049, -139.749, 119.257, 101.247, 8991.582464, 776714
295.204, -147.02, 119.555, 101.404, 9099.710016, 776725
268.838, -153.298, 120.221, 101.427, 9206.202272, 776735
240.157, -160.577, 120.984, 101.568, 9316.076160, 776746
211.868, -167.267, 121.664, 101.677, 9422.087232, 776757
183.647, -174.237, 121.926, 101.934, 9533.454144, 776768
154.19, -181.578, 122.53, 102.114, 9643.324896, 776779
125.25, -189.386, 123.14, 102.171, 9748.669056, 776790
96.7026, -196.625, 123.789, 102.258, 9858.132576, 776801
68.0955, -204.108, 124.318, 102.334, 9968.192096, 776812
38.9613, -211.845, 125.286, 102.382, 10078.293792, 776823
15.4165, -217.813, 125.679, 102.454, 10169.392736, 776832
-13.281, -225.465, 126.178, 102.535, 10281.594272, 776843
-41.565, -233.099, 125.535, 102.384, 10392.785824, 776854
-70.8091, -240.712, 125.897, 102.423, 10503.287328, 776865
-98.9379, -248.28, 126.631, 102.434, 10611.556192, 776876
-127.122, -255.957, 127.238, 102.434, 10722.922560, 776887
-155.926, -263.174, 127.842, 102.429, 10831.606144, 776898
-184.608, -270.848, 128.475, 102.555, 10942.953280, 776909
-213.033, -278.365, 128.874, 102.581, 11055.131296, 776920
-241.632, -286.138, 129.115, 102.578, 11163.682944, 776931
-268.51, -298.234, 129.458, 109.396, 11275.472960, 776942
-299.683, -313.087, 129.975, 115.048, 11389.544992, 776954
-322.407, -324.996, 130.57, 115.848, 11484.286080, 776963
-349.687, -339.002, 130.987, 116.086, 11597.108288, 776974
-378.648, -354.162, 131.462, 115.953, 11709.137792, 776986
-404.944, -368.131, 132.151, 116.11, 11822.339936, 776997
-435.883, -384.323, 132.514, 116.048, 11951.765184, 777010
-464.644, -399.528, 133.225, 116.084, 12067.821120, 777022
-490.582, -412.809, 133.833, 116.136, 12182.302592, 777033
-517.399, -426.563, 134.098, 116.035, 12294.468608, 777044
-543.497, -440.26, 134.82, 116.007, 12403.360064, 777055
-569.908, -454.542, 135.358, 115.69, 12515.978688, 777066
-598.226, -469.378, 135.7, 115.562, 12628.463520, 777078
-625.122, -483.488, 136.646, 115.71, 12739.386336, 777089
-644.561, -493.535, 137.162, 115.237, 12820.857728, 777097
-670.945, -506.622, 137.881, 115.232, 12933.110144, 777108
-697.108, -520.377, 138.633, 115.407, 13046.135968, 777119
-722.399, -533.26, 138.858, 115.628, 13155.263712, 777130
-748.623, -547.055, 139.438, 115.828, 13267.709376, 777141
-774.764, -560.752, 140.17, 115.859, 13376.268480, 777152
-801.293, -574.329, 140.723, 115.612, 13486.769824, 777163
-829.143, -588.15, 140.617, 115.736, 13598.694560, 777175
-855.61, -601.669, 141.661, 115.728, 13708.063776, 777186
-882.726, -616.095, 142.314, 115.493, 13822.957472, 777197
-907.768, -628.37, 142.384, 116.049, 13933.025120, 777208
-934.611, -642.808, 143.614, 116.31, 14040.442016, 777219
-956.29, -653.834, 144.089, 116.229, 14135.570720, 777228
-984.717, -668.548, 144.637, 116.305, 14247.878944, 777240
-1008.66, -680.802, 145.08, 116.292, 14354.981376, 777250
-1034.85, -694.313, 145.538, 116.361, 14465.359616, 777261
-1056.97, -706.937, 148.283, 116.931, 14575.091584, 777272
-1082.94, -721.533, 148.823, 117.201, 14683.044640, 777283
-1109.03, -732.762, 149.079, 115.781, 14792.999328, 777294
-1135.44, -747.317, 149.344, 116.379, 14899.549856, 777305
-1162.1, -762.248, 149.623, 116.978, 15009.771104, 777316
-1188.42, -774.703, 150.285, 116.257, 15118.931104, 777327
-1214.73, -788.78, 149.471, 116.567, 15225.451040, 777337
-1240.1, -802.302, 150.435, 116.758, 15336.121152, 777348
-1261.8, -814.149, 150.673, 116.888, 15419.331552, 777357
-1286.3, -826.945, 151.843, 116.254, 15534.353344, 777368
-1313.47, -839.301, 151.415, 115.437, 15645.100384, 777379
-1339.8, -853.774, 152.183, 115.999, 15754.504352, 777390
-1365.84, -867.444, 152.829, 115.83, 15864.001952, 777401
-1393.39, -881.092, 151.072, 115.588, 15971.600640, 777412
-1417.7, -897.589, 153.579, 117.077, 16081.786624, 777423
-1443.51, -911.85, 154.139, 117.292, 16191.405184, 777434
-1469.71, -925.876, 154.553, 117.258, 16299.463904, 777445
-1495.84, -940.212, 155.014, 117.539, 16409.440192, 777456
-1521.46, -954.733, 156.129, 117.811, 16520.093472, 777467
-1548.21, -969.052, 156.029, 117.625, 16628.467936, 777478
-1567.45, -979.953, 156.287, 117.827, 16709.035200, 777486
-1593.01, -995.094, 157.259, 118.102, 16819.094272, 777497
-1621.14, -1004.18, 155.218, 110.633, 16929.503328, 777508
-1646.18, -1016.27, 156.583, 107.171, 17039.103520, 777519
-1670.43, -1025.66, 158.155, 107.055, 17145.402880, 777529
-1698.87, -1034.72, 157.556, 106.532, 17255.203840, 777540
-1728.87, -1044.13, 156.804, 105.802, 17362.774784, 777551
-1742.08, -1048.64, 156.857, 104.224, 17475.826912, 777556
-1791.52, -1060.95, 159.959, 94.4124, 17599.189344, 777575
-1820.63, -1063.88, 160.347, 93.326, 17712.435232, 777586
-1849.58, -1067.44, 160.73, 93.5916, 17822.143360, 777597
-1878.42, -1070.47, 161.38, 93.6582, 17928.368416, 777608
-1897.05, -1072.26, 161.601, 93.6651, 18007.823040, 777615
-1931.68, -1075.8, 162.449, 93.5959, 18133.958112, 777628
-1958.31, -1075.88, 164.085, 94.4069, 18248.883680, 777640
-1984.98, -1078.51, 164.828, 94.4985, 18356.435200, 777650
-2014.83, -1081.57, 165.435, 94.62, 18465.977824, 777661
-2043.43, -1084.78, 165.975, 94.4428, 18570.808096, 777672
-2072.69, -1087.75, 166.367, 94.4254, 18679.560576, 777683
-2102.23, -1090.51, 167.171, 94.4517, 18787.984960, 777694
-2128.46, -1093.39, 168.306, 94.3716, 18893.290880, 777704
-2156.86, -1096.8, 168.117, 94.7267, 19000.848032, 777715
-2189.64, -1101.09, 168.978, 94.0172, 19107.708000, 777726
-2216.32, -1103.88, 169.424, 94.0721, 19212.438112, 777736
-2229.73, -1105.44, 169.783, 93.9956, 19291.506528, 777741
-2262.3, -1108.31, 170.036, 93.879, 19400.608160, 777753
-2292.66, -1111.34, 171.088, 94.6877, 19508.901984, 777765
-2321.3, -1114.65, 171.549, 95.0626, 19615.861088, 777776
-2350.57, -1117.59, 172.185, 95.1967, 19720.585024, 777787
-2376.84, -1120.93, 172.749, 95.494, 19824.727360, 777797
-2385.41, -1121.93, 172.873, 95.2012, 19930.648352, 777800
-2417.2, -1125.15, 173.49, 95.2044, 20036.378592, 777812
-2460.3, -1129.12, 174.936, 95.0326, 20140.656992, 777829
-2470, -1130.22, 175.421, 95.2055, 20251.733696, 777833
-2480.35, -1131.5, 175.542, 95.673, 20355.557760, 777850
